review_rank,growth_rank,cluster_id,grow_cell_count,estimated_population_2025,max_opportunity_score,mean_opportunity_score,centroid_latitude,centroid_longitude,market_anchor_name,market_anchor_address,best_h3_cell,h3_cell,recommendation_explanation,population_data_scope,competitor_data_scope,catchment_data_scope,recommendation,cluster_priority_score,priority_tier,decision_limitations,candidate_latitude,candidate_longitude,estimated_population_2025_cell,coverage_gap_pct,nearest_branch_name,nearest_branch_distance_km,observed_competitors_within_3km,observed_direct_competitors_within_3km,opportunity_score,confidence_score,confidence_level,cell_recommendation,cell_market_anchor_name,cell_market_anchor_address,candidate_label,sanity_flags,sanity_status,sanity_penalty,sanity_adjusted_score,candidate_type,required_next_checks
66,67,GROW-013,1,1897.13,75.97,75.97,24.068546,54.323054,,,8743a0602ffffff,8743a0602ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.97,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.068546442978423,54.32305438693151,1897.13,100.0,Mohammed Bin Zayed City,39.816,0,0,75.97,70,MEDIUM,GROW,,,"Search area near 24.0685, 54.3231",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,67.97,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
67,68,GROW-100,1,1877.6,75.93,75.93,24.087022,52.957127,,,8743a6858ffffff,8743a6858ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.93,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.087022306593266,52.95712722836839,1877.6,100.0,Al Dhafra Branch,92.361,0,0,75.93,70,MEDIUM,GROW,,,"Search area near 24.0870, 52.9571",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,67.93,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
68,69,GROW-110,2,2993.55,76.77,73.39,23.788034,52.574743,,,8743a6d2cffffff,8743a6d2cffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.76,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.784121517906325,52.57081057654736,2234.92,100.0,Al Dhafra Branch,117.689,0,0,76.77,70,MEDIUM,GROW,,,"Search area near 23.7841, 52.5708",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,67.76,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
69,70,GROW-155,1,1819.63,75.76,75.76,24.881913,56.169102,,,8743aea51ffffff,8743aea51ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.76,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.88191262542957,56.16910156755549,1819.63,100.0,Al Taif Mall,30.828,0,0,75.76,70,MEDIUM,GROW,,,"Search area near 24.8819, 56.1691",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,67.76,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
70,71,GROW-060,2,3006.43,76.66,73.61,23.647005,53.812315,,,8743a2822ffffff,8743a2822ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.74,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.64932622882014,53.80638041646697,2181.7,100.0,Al Dhafra Branch,9.692,0,0,76.66,70,MEDIUM,GROW,,,"Search area near 23.6493, 53.8064",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,67.74,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
71,72,GROW-017,1,1790.16,75.69,75.69,24.190571,53.776074,,,8743a0cceffffff,8743a0cceffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.69,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.19057101698833,53.776073633950986,1790.16,100.0,Al Dhafra Branch,62.866,0,0,75.69,70,MEDIUM,GROW,,,"Search area near 24.1906, 53.7761",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,67.69,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
72,73,GROW-085,5,6365.2,76.51,73.05,24.313386,54.877463,,,8743a386bffffff,8743a386bffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.47,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.309590072656,54.88236602865357,2104.26,100.0,Al Falah,20.701,0,0,76.51,70,MEDIUM,GROW,,,"Search area near 24.3096, 54.8824",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,67.47,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
73,74,GROW-133,1,1710.06,75.4,75.4,25.283927,55.687295,,,8743ac56affffff,8743ac56affffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.4,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",25.283926743431948,55.6872954966488,1710.06,100.0,Al Jada,21.214,0,0,75.4,70,MEDIUM,GROW,,,"Search area near 25.2839, 55.6873",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,67.4,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
74,75,GROW-159,2,3340.22,76.17,73.58,24.278338,55.6134,,,8743aec8dffffff,8743aec8dffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.39,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.27606093397337,55.61906271618852,2476.0,96.37,Al Ain,6.881,0,0,76.17,70,MEDIUM,GROW,,,"Search area near 24.2761, 55.6191",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,67.39,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
75,76,GROW-120,2,2812.79,76.07,73.57,25.612752,55.705871,,,8743ac171ffffff,8743ac171ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.32,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",25.61637163300488,55.71171894077267,1934.84,100.0,Ras Al Khaimah,25.71,0,0,76.07,70,MEDIUM,GROW,,,"Search area near 25.6164, 55.7117",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,67.32,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
76,77,GROW-056,1,1638.51,75.21,75.21,22.999251,54.214398,,,8743a24e0ffffff,8743a24e0ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.21,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",22.99925145610218,54.21439844116817,1638.51,100.0,Al Dhafra Branch,86.594,0,0,75.21,70,MEDIUM,GROW,,,"Search area near 22.9993, 54.2144",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,67.21,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
77,78,GROW-040,2,2908.22,75.49,74.23,24.679303,55.171531,,,8743a1623ffffff,8743a1623ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,75.11,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.675764202418808,55.18043749978859,1731.6,100.0,Jumeirah Park,40.434,0,0,75.49,70,MEDIUM,GROW,,,"Search area near 24.6758, 55.1804",NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,REVIEW_DATA_GAP,8,67.11,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
